2018년 2학기 연계전공 학습도우미 (멘토) 모집,18.11.01,219,
[국방ICT] 전문가 초청 강연 (2018.10.30.(화) 16:00~18:00  공2435),18.10.30,108,
[SW중심대학] 10월 TA  튜터 복무활동보고서 제출 안내 [~11/2일까지],18.10.17,142,
[국방ICT] 산업체 초청 세미나 안내(11.6(화)16시~공4710),18.10.15,114,
[SW중심대학] 11/10 우분투 페스트,18.10.01,298,
[국방ICT융합인력양성사업단] 튜터 활동보고서 제출 안내,18.09.21,219,
[SW중심대학] 엘리트트랙 IT 실무 특강,18.09.19,210,
[SW중심대학] 2018 2차 글로벌인턴십(MI-333) 모집 안내,18.09.18,336,
[국방ICT] 전문가초청강연 "국방 RF센서 기술 및 응용" 2018.9.18.(화) 16시~18시 공2434-1호,18.09.11,84,
[국방ICT] 2018학년도 2학기 튜터 - 미선발 교과목 (9월 9일 기준) 및 추가 선발 안내 - 9월 10일까지,18.09.05,357,
[SW사업단] 9월 10일 구글 개발자 초청 특강 Open SW and Future of Web,18.09.03,189,
[SW중심대학사업단] 9.13 14일 유성구청 청소년 나Be한마당 체험부스 운영 보조학생 모집,18.09.03,153,
[SW중심대학사업단] 2018학년도 제2학기 교육조교(TA) 선발안내,18.09.03,284,
[SW중심대학] 2018학년도 제2학기 학부생 튜터 선발 안내(~9/7),18.09.02,411,
[SW중심대학] 2018학년도 제2학기 학부생 튜터 선발 안내,18.09.02,58,
[국방ICT] 2018학년도 2학기 튜터 선발 안내 (2018. 9. 06.(목)까지),18.08.30,393,
[삼성전자SCSC]2018학년도 2학기 SCSC전용교과목 학부생 튜터 모집 (9/3까지),18.08.28,235,
[국방ICT] 2018년도 하반기 동아리 지원 사업 신청서 제출 안내 (기한: 2018.9.6.(목) 정오까지),18.08.27,109,
[SW사업단-특강 : 대학원 생활과 미국 IT 직장 생활 ],18.08.22,125,
[SW중심대학] AI 인공지능 특강 (엘리트SW트랙 데이터분석가 과정 ),18.08.10,298,
[국방ICT]KEDI(한국교육개발원) 2018 온라인 설문조사 시스템 사용 기간 연장안내(8/14)까지,18.07.25,85,
[SW중심대학] 모각코 동아리 오리엔테이션 안내,18.07.09,153,
[SW중심대학] SW테스트 전문가(ISTQB CTFL 자격검증) 교육 수요조사,18.07.09,119,
[SW중심대학] 2018년도 1학기 우수 TA 발표 및 시상 안내,18.07.04,265,
[SW중심대학] 2018년도 개별 학습 소동아리 (모각코) 지원 안내,18.06.21,227,
[SW중심대학] 알고리즘 특강 일정 안내,18.06.20,233,
[SW중심대학] JAVA특강 일정 안내,18.06.20,155,
[SW중심대학] 데이터분석 교육생 모집 (신청시간: 2018.6.14.(목)~6.19.(화)),18.06.15,140,
[★★★ 1학기 우수 TA선발을 위한 설문 조사 안내 (설문조사 기한: ~2018.6.20.(수)까지) ★★★],18.06.14,101,
[SW중심대학] TA  튜터 6월 복무활동보고서 제출안내 (~6/29),18.06.14,139,
[국방ICT] 2018 하계 NCS 직무기반 취업 캠프 운영 안내 (신청서 제출 기한: 2018.6.20.(수) 18시까지),18.06.12,91,
[SW중심대학] 2018 하계방학특강 - 알고리즘 특강 신청자 모집,18.06.05,303,
[CK-국방ICT] 6월 튜터/TA 활동보고서 제출 및 튜터/TA평가표 온라인 작성 안내,18.06.05,206,
[SW중심대학] 2018 하계방학 특강 - JAVA 특강 신청자 모집,18.06.05,279,
[SW중심대학] 3기 글로벌SW인재트랙 추가모집 최종합격자 발표,18.06.05,271,
[국방ICT] 전문가초청강연 "한화시스템 소개" 2018.5.30.(수)  16:30~18:00  공2435호,18.05.30,93,
[SW중심대학] TA  튜터 복무활동보고서 제출안내 (~6/5),18.05.30,120,
[국방ICT] 전문가 초청 강연 "빅데이터 이해 및 시장동향과 적용 사례" (2018.05.29(화)  16:00~18:00  공5410호),18.05.29,74,
[국방ICT] 전문가 초청 강연 "4차 산업혁명과 오픈 사이언스" (2018.05.28(월) 15:00~16:00  공3520호),18.05.24,109,
[국방ICT] 전문가 초청 강연 "IoT 기술 개요" (2018.5.23.(수) 16:30~18:00  공2435호),18.05.18,121,
[국방ICT] 3~4학년 대상 취업캠프 운영 사전 온라인 설문조사 참가 안내 (~2018.5.9.(수)까지),18.05.03,154,
[국방ICT] 전문가 초청 강연 일정 변경안내 (2018.5.17.(목) 14:00~15:30  공2435호),18.05.03,125,
